id_campaign,dim_campaign_type,dim_region,dim_product,ds
1715,other_ads,US_OR,Product1,2022-06-11
1716,email,US_NY,Product1,2022-06-11
1717,google_ads,US_NY,Product1,2022-06-11
1718,google_ads,US_NY,Product1,2022-06-11
1719,google_ads,US_OR,Product1,2022-06-11
1720,email,US_WA,Product1,2022-06-12
1721,other_ads,US_NY,Product1,2022-06-12
1722,google_ads,US_WA,Product1,2022-06-12
1723,other_ads,US_OR,Product1,2022-06-12
1724,facebook_ads,US_CA,Product1,2022-06-12
1725,email,US_NY,Product1,2022-06-12
1726,email,US_CA,Product1,2022-06-12
1727,other_ads,US_NY,Product1,2022-06-12
1728,other_ads,US_WA,Product1,2022-06-12
1729,other_ads,US_NY,Product1,2022-06-12
1730,facebook_ads,US_OR,Product1,2022-06-12
1731,other_ads,US_WA,Product1,2022-06-12
1732,google_ads,US_NY,Product1,2022-06-12
1733,other_ads,US_CA,Product1,2022-06-12
1734,google_ads,US_CA,Product1,2022-06-13
1735,facebook_ads,US_OR,Product1,2022-06-13
1736,email,US_CA,Product1,2022-06-13
1737,email,US_NY,Product1,2022-06-13
1738,facebook_ads,US_CA,Product1,2022-06-13
1739,email,US_NY,Product1,2022-06-13
1740,email,US_OR,Product1,2022-06-14
1741,facebook_ads,US_OR,Product1,2022-06-14
1742,other_ads,US_OR,Product1,2022-06-14
1743,google_ads,US_WA,Product1,2022-06-14
1744,other_ads,US_CA,Product1,2022-06-14
1745,google_ads,US_NY,Product1,2022-06-14
1746,email,US_NY,Product1,2022-06-14
1747,facebook_ads,US_WA,Product1,2022-06-14
1748,facebook_ads,US_NY,Product1,2022-06-14
1749,email,US_NY,Product1,2022-06-15
1750,email,US_NY,Product1,2022-06-15
1751,email,US_CA,Product1,2022-06-15
1752,google_ads,US_OR,Product1,2022-06-15
1753,google_ads,US_WA,Product1,2022-06-15
1754,email,US_CA,Product1,2022-06-15
1755,facebook_ads,US_CA,Product1,2022-06-15
1756,other_ads,US_OR,Product1,2022-06-16
1757,other_ads,US_OR,Product1,2022-06-16
1758,facebook_ads,US_WA,Product1,2022-06-16
1759,facebook_ads,US_OR,Product1,2022-06-16
1760,email,US_WA,Product1,2022-06-16
1761,google_ads,US_WA,Product1,2022-06-16
1762,google_ads,US_NY,Product1,2022-06-16
1763,email,US_WA,Product1,2022-06-16
1764,email,US_CA,Product1,2022-06-16
1765,email,US_OR,Product1,2022-06-16
1766,google_ads,US_CA,Product1,2022-06-16
1767,email,US_NY,Product1,2022-06-16
1768,email,US_OR,Product1,2022-06-16
1769,email,US_NY,Product1,2022-06-16
1770,email,US_CA,Product1,2022-06-16
1771,email,US_CA,Product1,2022-06-17
1772,other_ads,US_NY,Product1,2022-06-17
1773,facebook_ads,US_OR,Product1,2022-06-17
1774,google_ads,US_NY,Product1,2022-06-17
1775,email,US_NY,Product1,2022-06-17
1776,other_ads,US_NY,Product1,2022-06-17
1777,email,US_CA,Product1,2022-06-17
1778,google_ads,US_NY,Product1,2022-06-17
1779,google_ads,US_NY,Product1,2022-06-17
1780,google_ads,US_WA,Product1,2022-06-18
1781,email,US_OR,Product1,2022-06-18
1782,google_ads,US_CA,Product1,2022-06-18
1783,other_ads,US_OR,Product1,2022-06-18
1784,facebook_ads,US_OR,Product1,2022-06-18
1785,email,US_CA,Product1,2022-06-18
1786,google_ads,US_CA,Product1,2022-06-18
1787,google_ads,US_WA,Product1,2022-06-18
1788,google_ads,US_NY,Product1,2022-06-18
1789,other_ads,US_CA,Product1,2022-06-18
1790,facebook_ads,US_CA,Product1,2022-06-18
1791,email,US_CA,Product1,2022-06-18
1792,other_ads,US_CA,Product1,2022-06-18
1793,facebook_ads,US_CA,Product1,2022-06-18
1794,google_ads,US_NY,Product1,2022-06-19
1795,email,US_CA,Product1,2022-06-19
1796,other_ads,US_CA,Product1,2022-06-19
1797,facebook_ads,US_OR,Product1,2022-06-19
1798,google_ads,US_NY,Product1,2022-06-19
1799,email,US_WA,Product1,2022-06-19
1800,facebook_ads,US_WA,Product1,2022-06-19
1801,facebook_ads,US_NY,Product1,2022-06-19
1802,other_ads,US_OR,Product1,2022-06-19
1803,email,US_OR,Product1,2022-06-19
1804,facebook_ads,US_WA,Product1,2022-06-19
1805,google_ads,US_CA,Product1,2022-06-19
1806,google_ads,US_WA,Product1,2022-06-19
1807,facebook_ads,US_OR,Product1,2022-06-19
1808,google_ads,US_WA,Product1,2022-06-20
1809,google_ads,US_CA,Product1,2022-06-20
1810,other_ads,US_OR,Product1,2022-06-20
1811,other_ads,US_WA,Product1,2022-06-20
1812,facebook_ads,US_NY,Product1,2022-06-20
1813,email,US_OR,Product1,2022-06-20
1814,google_ads,US_CA,Product1,2022-06-20
1815,other_ads,US_WA,Product1,2022-06-20
1816,google_ads,US_CA,Product1,2022-06-20
1817,google_ads,US_CA,Product1,2022-06-20
1818,facebook_ads,US_WA,Product1,2022-06-20
1819,other_ads,US_OR,Product1,2022-06-20
1820,other_ads,US_OR,Product1,2022-06-20
1821,facebook_ads,US_NY,Product1,2022-06-20
1822,google_ads,US_NY,Product1,2022-06-20
1823,other_ads,US_CA,Product1,2022-06-20
1824,facebook_ads,US_OR,Product1,2022-06-21
1825,email,US_CA,Product1,2022-06-21
1826,email,US_CA,Product1,2022-06-21
1827,facebook_ads,US_OR,Product1,2022-06-21
1828,google_ads,US_OR,Product1,2022-06-21
1829,google_ads,US_OR,Product1,2022-06-21
1830,other_ads,US_WA,Product1,2022-06-21
1831,other_ads,US_CA,Product1,2022-06-21
1832,google_ads,US_NY,Product1,2022-06-21
1833,facebook_ads,US_NY,Product1,2022-06-21
1834,facebook_ads,US_OR,Product1,2022-06-21
1835,other_ads,US_OR,Product1,2022-06-21
1836,email,US_CA,Product1,2022-06-21
1837,google_ads,US_WA,Product1,2022-06-21
1838,other_ads,US_NY,Product1,2022-06-21
1839,other_ads,US_OR,Product1,2022-06-21
1840,other_ads,US_OR,Product1,2022-06-21
1841,facebook_ads,US_WA,Product1,2022-06-22
1842,facebook_ads,US_WA,Product1,2022-06-22
1843,email,US_WA,Product1,2022-06-22
1844,google_ads,US_NY,Product1,2022-06-22
1845,google_ads,US_OR,Product1,2022-06-22
1846,other_ads,US_WA,Product1,2022-06-22
1847,facebook_ads,US_OR,Product1,2022-06-22
1848,google_ads,US_OR,Product1,2022-06-22
1849,other_ads,US_CA,Product1,2022-06-23
1850,other_ads,US_CA,Product1,2022-06-23
1851,other_ads,US_WA,Product1,2022-06-23
1852,google_ads,US_NY,Product1,2022-06-23
1853,other_ads,US_CA,Product1,2022-06-23
1854,facebook_ads,US_CA,Product1,2022-06-23
1855,other_ads,US_NY,Product1,2022-06-23
1856,other_ads,US_OR,Product1,2022-06-23
1857,google_ads,US_OR,Product1,2022-06-23
1858,google_ads,US_WA,Product1,2022-06-23
1859,email,US_NY,Product1,2022-06-23
1860,email,US_OR,Product1,2022-06-23
1861,other_ads,US_OR,Product1,2022-06-24
1862,other_ads,US_CA,Product1,2022-06-24
1863,email,US_OR,Product1,2022-06-24
1864,email,US_CA,Product1,2022-06-24
1865,other_ads,US_NY,Product1,2022-06-24
1866,google_ads,US_OR,Product1,2022-06-24
1867,facebook_ads,US_WA,Product1,2022-06-25
1868,other_ads,US_CA,Product1,2022-06-25
1869,google_ads,US_WA,Product1,2022-06-25
1870,other_ads,US_OR,Product1,2022-06-25
1871,facebook_ads,US_OR,Product1,2022-06-25
1872,facebook_ads,US_NY,Product1,2022-06-25
1873,facebook_ads,US_OR,Product1,2022-06-25
1874,other_ads,US_NY,Product1,2022-06-25
1875,email,US_WA,Product1,2022-06-25
1876,facebook_ads,US_NY,Product1,2022-06-25
1877,facebook_ads,US_OR,Product1,2022-06-25
1878,google_ads,US_OR,Product1,2022-06-25
1879,other_ads,US_NY,Product1,2022-06-26
1880,google_ads,US_CA,Product1,2022-06-26
1881,facebook_ads,US_CA,Product1,2022-06-26
1882,email,US_WA,Product1,2022-06-26
1883,google_ads,US_CA,Product1,2022-06-26
1884,other_ads,US_CA,Product1,2022-06-26
1885,email,US_NY,Product1,2022-06-26
1886,google_ads,US_CA,Product1,2022-06-26
1887,other_ads,US_CA,Product1,2022-06-26
1888,other_ads,US_WA,Product1,2022-06-26
1889,other_ads,US_CA,Product1,2022-06-27
1890,facebook_ads,US_CA,Product1,2022-06-27
1891,google_ads,US_NY,Product1,2022-06-27
1892,email,US_WA,Product1,2022-06-27
1893,facebook_ads,US_NY,Product1,2022-06-27
1894,facebook_ads,US_OR,Product1,2022-06-27
1895,google_ads,US_NY,Product1,2022-06-28
1896,google_ads,US_NY,Product1,2022-06-28
1897,email,US_CA,Product1,2022-06-28
1898,google_ads,US_CA,Product1,2022-06-28
1899,google_ads,US_WA,Product1,2022-06-28
1900,facebook_ads,US_NY,Product1,2022-06-28
1901,email,US_CA,Product1,2022-06-28
1902,email,US_OR,Product1,2022-06-29
1903,other_ads,US_CA,Product1,2022-06-29
1904,facebook_ads,US_WA,Product1,2022-06-29
1905,google_ads,US_OR,Product1,2022-06-29
1906,email,US_NY,Product1,2022-06-29
1907,email,US_OR,Product1,2022-06-29
1908,google_ads,US_NY,Product1,2022-06-29
1909,email,US_CA,Product1,2022-06-29
1910,google_ads,US_WA,Product1,2022-06-29
1911,facebook_ads,US_WA,Product2,2022-01-01
1912,email,US_WA,Product2,2022-01-01
1913,other_ads,US_OR,Product2,2022-01-01
1914,facebook_ads,US_WA,Product2,2022-01-01
1915,other_ads,US_NY,Product2,2022-01-01
1916,google_ads,US_CA,Product2,2022-01-01
1917,email,US_NY,Product2,2022-01-01
1918,other_ads,US_OR,Product2,2022-01-01
1919,other_ads,US_OR,Product2,2022-01-02
1920,email,US_OR,Product2,2022-01-02
1921,facebook_ads,US_WA,Product2,2022-01-02
1922,google_ads,US_WA,Product2,2022-01-02
1923,facebook_ads,US_NY,Product2,2022-01-02
1924,facebook_ads,US_OR,Product2,2022-01-02
1925,email,US_OR,Product2,2022-01-02
1926,other_ads,US_OR,Product2,2022-01-02
1927,google_ads,US_WA,Product2,2022-01-02
1928,facebook_ads,US_CA,Product2,2022-01-02
1929,google_ads,US_CA,Product2,2022-01-03
1930,other_ads,US_NY,Product2,2022-01-03
1931,google_ads,US_NY,Product2,2022-01-03
1932,google_ads,US_CA,Product2,2022-01-03
1933,email,US_CA,Product2,2022-01-03
1934,google_ads,US_OR,Product2,2022-01-03
1935,email,US_CA,Product2,2022-01-03
1936,google_ads,US_WA,Product2,2022-01-03
1937,facebook_ads,US_OR,Product2,2022-01-03
1938,email,US_NY,Product2,2022-01-03
1939,other_ads,US_OR,Product2,2022-01-03
1940,email,US_NY,Product2,2022-01-04
1941,facebook_ads,US_CA,Product2,2022-01-04
1942,email,US_NY,Product2,2022-01-04
1943,facebook_ads,US_NY,Product2,2022-01-04
1944,other_ads,US_NY,Product2,2022-01-04
1945,email,US_OR,Product2,2022-01-04
1946,other_ads,US_OR,Product2,2022-01-04
1947,email,US_WA,Product2,2022-01-05
1948,email,US_CA,Product2,2022-01-05
1949,google_ads,US_CA,Product2,2022-01-05
1950,facebook_ads,US_WA,Product2,2022-01-05
1951,google_ads,US_CA,Product2,2022-01-05
1952,email,US_NY,Product2,2022-01-05
1953,facebook_ads,US_WA,Product2,2022-01-05
1954,google_ads,US_CA,Product2,2022-01-05
1955,other_ads,US_NY,Product2,2022-01-05
1956,other_ads,US_OR,Product2,2022-01-05
1957,other_ads,US_NY,Product2,2022-01-05
1958,facebook_ads,US_CA,Product2,2022-01-05
1959,facebook_ads,US_CA,Product2,2022-01-05
1960,other_ads,US_CA,Product2,2022-01-06
1961,facebook_ads,US_CA,Product2,2022-01-06
1962,email,US_NY,Product2,2022-01-06
1963,facebook_ads,US_NY,Product2,2022-01-06
1964,facebook_ads,US_OR,Product2,2022-01-06
1965,facebook_ads,US_WA,Product2,2022-01-06
1966,facebook_ads,US_NY,Product2,2022-01-06
1967,other_ads,US_NY,Product2,2022-01-06
1968,email,US_CA,Product2,2022-01-06
1969,facebook_ads,US_OR,Product2,2022-01-06
1970,google_ads,US_NY,Product2,2022-01-06
1971,other_ads,US_OR,Product2,2022-01-07
1972,facebook_ads,US_CA,Product2,2022-01-07
1973,google_ads,US_NY,Product2,2022-01-07
1974,other_ads,US_CA,Product2,2022-01-07
1975,email,US_CA,Product2,2022-01-07
1976,google_ads,US_NY,Product2,2022-01-08
1977,facebook_ads,US_CA,Product2,2022-01-08
1978,email,US_CA,Product2,2022-01-08
1979,facebook_ads,US_WA,Product2,2022-01-08
1980,email,US_CA,Product2,2022-01-08
1981,facebook_ads,US_OR,Product2,2022-01-08
1982,other_ads,US_CA,Product2,2022-01-08
1983,google_ads,US_CA,Product2,2022-01-08
1984,other_ads,US_OR,Product2,2022-01-09
1985,google_ads,US_CA,Product2,2022-01-09
1986,other_ads,US_NY,Product2,2022-01-09
1987,email,US_NY,Product2,2022-01-09
1988,other_ads,US_CA,Product2,2022-01-09
1989,facebook_ads,US_CA,Product2,2022-01-09
1990,google_ads,US_OR,Product2,2022-01-09
1991,google_ads,US_NY,Product2,2022-01-09
1992,email,US_OR,Product2,2022-01-10
1993,other_ads,US_CA,Product2,2022-01-10
1994,facebook_ads,US_NY,Product2,2022-01-10
1995,facebook_ads,US_WA,Product2,2022-01-10
1996,google_ads,US_NY,Product2,2022-01-10
1997,facebook_ads,US_OR,Product2,2022-01-10
1998,email,US_OR,Product2,2022-01-10
1999,email,US_NY,Product2,2022-01-11
2000,google_ads,US_OR,Product2,2022-01-11
2001,email,US_WA,Product2,2022-01-11
2002,facebook_ads,US_CA,Product2,2022-01-11
2003,email,US_OR,Product2,2022-01-11
2004,other_ads,US_OR,Product2,2022-01-11
2005,google_ads,US_WA,Product2,2022-01-11
2006,google_ads,US_CA,Product2,2022-01-11
2007,google_ads,US_CA,Product2,2022-01-11
2008,google_ads,US_NY,Product2,2022-01-11
2009,email,US_NY,Product2,2022-01-11
2010,email,US_NY,Product2,2022-01-11
2011,facebook_ads,US_NY,Product2,2022-01-11
2012,google_ads,US_WA,Product2,2022-01-11
2013,facebook_ads,US_WA,Product2,2022-01-11
2014,other_ads,US_NY,Product2,2022-01-11
2015,google_ads,US_OR,Product2,2022-01-12
2016,email,US_CA,Product2,2022-01-12
2017,facebook_ads,US_NY,Product2,2022-01-12
2018,google_ads,US_WA,Product2,2022-01-12
2019,other_ads,US_OR,Product2,2022-01-12
2020,google_ads,US_NY,Product2,2022-01-12
2021,facebook_ads,US_WA,Product2,2022-01-12
2022,google_ads,US_OR,Product2,2022-01-12
2023,facebook_ads,US_OR,Product2,2022-01-12
2024,other_ads,US_OR,Product2,2022-01-12
2025,facebook_ads,US_CA,Product2,2022-01-12
2026,other_ads,US_WA,Product2,2022-01-13
2027,other_ads,US_NY,Product2,2022-01-13
2028,other_ads,US_CA,Product2,2022-01-13
2029,facebook_ads,US_OR,Product2,2022-01-13
2030,email,US_CA,Product2,2022-01-13
2031,facebook_ads,US_NY,Product2,2022-01-13
2032,facebook_ads,US_NY,Product2,2022-01-13
2033,facebook_ads,US_NY,Product2,2022-01-13
2034,email,US_NY,Product2,2022-01-13
2035,other_ads,US_CA,Product2,2022-01-13
2036,email,US_CA,Product2,2022-01-13
2037,google_ads,US_OR,Product2,2022-01-13
2038,google_ads,US_NY,Product2,2022-01-13
2039,email,US_WA,Product2,2022-01-13
2040,facebook_ads,US_WA,Product2,2022-01-13
2041,email,US_CA,Product2,2022-01-13
2042,google_ads,US_CA,Product2,2022-01-14
2043,email,US_NY,Product2,2022-01-14
2044,google_ads,US_WA,Product2,2022-01-14
2045,google_ads,US_NY,Product2,2022-01-14
2046,facebook_ads,US_WA,Product2,2022-01-14
2047,facebook_ads,US_NY,Product2,2022-01-14
2048,email,US_WA,Product2,2022-01-14
2049,other_ads,US_NY,Product2,2022-01-14
2050,other_ads,US_WA,Product2,2022-01-14
2051,other_ads,US_WA,Product2,2022-01-14
2052,facebook_ads,US_CA,Product2,2022-01-14
2053,facebook_ads,US_WA,Product2,2022-01-14
2054,google_ads,US_CA,Product2,2022-01-14
2055,google_ads,US_CA,Product2,2022-01-14
2056,facebook_ads,US_CA,Product2,2022-01-15
2057,google_ads,US_WA,Product2,2022-01-15
2058,other_ads,US_CA,Product2,2022-01-15
2059,email,US_OR,Product2,2022-01-15
2060,google_ads,US_NY,Product2,2022-01-15
2061,google_ads,US_OR,Product2,2022-01-15
2062,facebook_ads,US_OR,Product2,2022-01-15
2063,google_ads,US_WA,Product2,2022-01-15
2064,google_ads,US_NY,Product2,2022-01-16
2065,email,US_CA,Product2,2022-01-16
2066,other_ads,US_WA,Product2,2022-01-16
2067,facebook_ads,US_WA,Product2,2022-01-16
2068,google_ads,US_OR,Product2,2022-01-16
2069,facebook_ads,US_OR,Product2,2022-01-17
2070,facebook_ads,US_NY,Product2,2022-01-17
2071,other_ads,US_CA,Product2,2022-01-17
2072,facebook_ads,US_NY,Product2,2022-01-17
2073,google_ads,US_CA,Product2,2022-01-17
2074,google_ads,US_NY,Product2,2022-01-17
2075,google_ads,US_WA,Product2,2022-01-17
2076,google_ads,US_CA,Product2,2022-01-17
2077,google_ads,US_WA,Product2,2022-01-17
2078,other_ads,US_NY,Product2,2022-01-17
2079,other_ads,US_CA,Product2,2022-01-17
2080,other_ads,US_CA,Product2,2022-01-17
2081,google_ads,US_NY,Product2,2022-01-17
2082,other_ads,US_CA,Product2,2022-01-17
2083,facebook_ads,US_OR,Product2,2022-01-17
2084,facebook_ads,US_NY,Product2,2022-01-17
2085,email,US_CA,Product2,2022-01-17
2086,email,US_WA,Product2,2022-01-17
2087,facebook_ads,US_CA,Product2,2022-01-17
2088,google_ads,US_WA,Product2,2022-01-18
2089,other_ads,US_CA,Product2,2022-01-18
2090,google_ads,US_CA,Product2,2022-01-18
2091,google_ads,US_NY,Product2,2022-01-18
2092,facebook_ads,US_NY,Product2,2022-01-18
2093,other_ads,US_CA,Product2,2022-01-18
2094,facebook_ads,US_CA,Product2,2022-01-18
2095,google_ads,US_OR,Product2,2022-01-19
2096,other_ads,US_OR,Product2,2022-01-19
2097,facebook_ads,US_NY,Product2,2022-01-19
2098,facebook_ads,US_CA,Product2,2022-01-19
2099,google_ads,US_CA,Product2,2022-01-19
2100,facebook_ads,US_NY,Product2,2022-01-19
2101,other_ads,US_OR,Product2,2022-01-19
2102,other_ads,US_WA,Product2,2022-01-19
2103,google_ads,US_CA,Product2,2022-01-19
2104,google_ads,US_WA,Product2,2022-01-19
2105,facebook_ads,US_WA,Product2,2022-01-19
2106,google_ads,US_CA,Product2,2022-01-19
2107,email,US_CA,Product2,2022-01-19
2108,facebook_ads,US_OR,Product2,2022-01-19
2109,other_ads,US_NY,Product2,2022-01-19
2110,facebook_ads,US_CA,Product2,2022-01-19
2111,google_ads,US_CA,Product2,2022-01-19
2112,email,US_CA,Product2,2022-01-19
2113,other_ads,US_OR,Product2,2022-01-20
2114,facebook_ads,US_WA,Product2,2022-01-20
2115,google_ads,US_NY,Product2,2022-01-20
2116,facebook_ads,US_WA,Product2,2022-01-20
2117,google_ads,US_NY,Product2,2022-01-20
2118,facebook_ads,US_WA,Product2,2022-01-21
2119,email,US_NY,Product2,2022-01-21
2120,google_ads,US_CA,Product2,2022-01-21
2121,other_ads,US_OR,Product2,2022-01-21
2122,facebook_ads,US_NY,Product2,2022-01-21
2123,facebook_ads,US_NY,Product2,2022-01-21
2124,email,US_OR,Product2,2022-01-21
2125,facebook_ads,US_CA,Product2,2022-01-22
2126,facebook_ads,US_OR,Product2,2022-01-22
2127,google_ads,US_CA,Product2,2022-01-22
2128,google_ads,US_WA,Product2,2022-01-22
2129,email,US_CA,Product2,2022-01-22
2130,google_ads,US_CA,Product2,2022-01-22
2131,email,US_CA,Product2,2022-01-22
2132,email,US_WA,Product2,2022-01-22
2133,facebook_ads,US_CA,Product2,2022-01-22
2134,google_ads,US_NY,Product2,2022-01-22
2135,google_ads,US_CA,Product2,2022-01-22
2136,email,US_WA,Product2,2022-01-22
2137,google_ads,US_CA,Product2,2022-01-23
2138,facebook_ads,US_NY,Product2,2022-01-23
2139,google_ads,US_OR,Product2,2022-01-23
2140,email,US_OR,Product2,2022-01-23
2141,facebook_ads,US_NY,Product2,2022-01-23
2142,other_ads,US_WA,Product2,2022-01-23
2143,facebook_ads,US_OR,Product2,2022-01-23
2144,google_ads,US_CA,Product2,2022-01-23
2145,google_ads,US_NY,Product2,2022-01-23
2146,email,US_OR,Product2,2022-01-23
2147,google_ads,US_OR,Product2,2022-01-23
2148,facebook_ads,US_WA,Product2,2022-01-23
2149,email,US_WA,Product2,2022-01-23
2150,email,US_WA,Product2,2022-01-23
2151,facebook_ads,US_OR,Product2,2022-01-23
2152,email,US_WA,Product2,2022-01-23
2153,email,US_OR,Product2,2022-01-23
2154,facebook_ads,US_OR,Product2,2022-01-24
2155,email,US_OR,Product2,2022-01-24
2156,google_ads,US_NY,Product2,2022-01-24
2157,email,US_OR,Product2,2022-01-24
2158,google_ads,US_CA,Product2,2022-01-24
2159,email,US_OR,Product2,2022-01-24
2160,google_ads,US_OR,Product2,2022-01-24
2161,facebook_ads,US_CA,Product2,2022-01-24
2162,google_ads,US_OR,Product2,2022-01-24
2163,google_ads,US_NY,Product2,2022-01-24
2164,email,US_NY,Product2,2022-01-24
2165,google_ads,US_WA,Product2,2022-01-24
2166,google_ads,US_OR,Product2,2022-01-24
2167,google_ads,US_NY,Product2,2022-01-24
2168,other_ads,US_NY,Product2,2022-01-24
2169,facebook_ads,US_WA,Product2,2022-01-24
2170,email,US_CA,Product2,2022-01-25
2171,other_ads,US_WA,Product2,2022-01-25
2172,facebook_ads,US_CA,Product2,2022-01-25
2173,other_ads,US_NY,Product2,2022-01-25
2174,facebook_ads,US_WA,Product2,2022-01-25
2175,google_ads,US_CA,Product2,2022-01-25
2176,other_ads,US_NY,Product2,2022-01-25
2177,facebook_ads,US_OR,Product2,2022-01-25
2178,google_ads,US_CA,Product2,2022-01-25
2179,google_ads,US_CA,Product2,2022-01-25
2180,facebook_ads,US_CA,Product2,2022-01-25
2181,google_ads,US_WA,Product2,2022-01-25
2182,google_ads,US_NY,Product2,2022-01-25
2183,facebook_ads,US_NY,Product2,2022-01-25
2184,facebook_ads,US_CA,Product2,2022-01-26
2185,other_ads,US_WA,Product2,2022-01-26
2186,google_ads,US_WA,Product2,2022-01-26
2187,google_ads,US_NY,Product2,2022-01-26
2188,email,US_CA,Product2,2022-01-26
2189,other_ads,US_NY,Product2,2022-01-26
2190,facebook_ads,US_CA,Product2,2022-01-26
2191,other_ads,US_WA,Product2,2022-01-26
2192,email,US_OR,Product2,2022-01-26
2193,email,US_CA,Product2,2022-01-26
2194,email,US_WA,Product2,2022-01-26
2195,other_ads,US_WA,Product2,2022-01-26
2196,email,US_OR,Product2,2022-01-26
2197,facebook_ads,US_OR,Product2,2022-01-26
2198,google_ads,US_OR,Product2,2022-01-26
2199,facebook_ads,US_OR,Product2,2022-01-27
2200,facebook_ads,US_NY,Product2,2022-01-27
2201,facebook_ads,US_CA,Product2,2022-01-27
2202,facebook_ads,US_NY,Product2,2022-01-27
2203,email,US_CA,Product2,2022-01-27
2204,facebook_ads,US_WA,Product2,2022-01-28
2205,facebook_ads,US_NY,Product2,2022-01-28
2206,facebook_ads,US_OR,Product2,2022-01-28
2207,email,US_NY,Product2,2022-01-28
2208,other_ads,US_NY,Product2,2022-01-28
2209,google_ads,US_CA,Product2,2022-01-29
2210,facebook_ads,US_CA,Product2,2022-01-29
2211,other_ads,US_WA,Product2,2022-01-29
2212,facebook_ads,US_CA,Product2,2022-01-29
2213,email,US_CA,Product2,2022-01-29
2214,email,US_OR,Product2,2022-01-29
2215,facebook_ads,US_NY,Product2,2022-01-29
2216,email,US_OR,Product2,2022-01-29
2217,facebook_ads,US_OR,Product2,2022-01-29
2218,google_ads,US_NY,Product2,2022-01-30
2219,facebook_ads,US_WA,Product2,2022-01-30
2220,other_ads,US_CA,Product2,2022-01-30
2221,facebook_ads,US_WA,Product2,2022-01-30
2222,facebook_ads,US_NY,Product2,2022-01-30
2223,other_ads,US_OR,Product2,2022-01-31
2224,google_ads,US_WA,Product2,2022-01-31
2225,other_ads,US_CA,Product2,2022-01-31
2226,other_ads,US_CA,Product2,2022-01-31
2227,facebook_ads,US_CA,Product2,2022-01-31
2228,facebook_ads,US_CA,Product2,2022-01-31
2229,other_ads,US_NY,Product2,2022-01-31
2230,google_ads,US_OR,Product2,2022-01-31
2231,google_ads,US_CA,Product2,2022-01-31
2232,facebook_ads,US_OR,Product2,2022-01-31
2233,google_ads,US_OR,Product2,2022-01-31
2234,facebook_ads,US_OR,Product2,2022-01-31
2235,google_ads,US_OR,Product2,2022-01-31
2236,google_ads,US_OR,Product2,2022-01-31
2237,facebook_ads,US_CA,Product2,2022-01-31
2238,facebook_ads,US_WA,Product2,2022-01-31
2239,other_ads,US_NY,Product2,2022-01-31
2240,email,US_CA,Product2,2022-01-31
2241,google_ads,US_OR,Product2,2022-01-31
2242,facebook_ads,US_WA,Product2,2022-02-01
2243,facebook_ads,US_CA,Product2,2022-02-01
2244,facebook_ads,US_WA,Product2,2022-02-01
2245,email,US_CA,Product2,2022-02-01
2246,email,US_CA,Product2,2022-02-01
2247,google_ads,US_OR,Product2,2022-02-01
2248,google_ads,US_NY,Product2,2022-02-01
2249,facebook_ads,US_WA,Product2,2022-02-01
2250,other_ads,US_NY,Product2,2022-02-01
2251,google_ads,US_CA,Product2,2022-02-01
2252,other_ads,US_OR,Product2,2022-02-01
2253,google_ads,US_OR,Product2,2022-02-01
2254,facebook_ads,US_CA,Product2,2022-02-01
2255,other_ads,US_CA,Product2,2022-02-01
2256,google_ads,US_WA,Product2,2022-02-01
2257,google_ads,US_WA,Product2,2022-02-02
2258,google_ads,US_CA,Product2,2022-02-02
2259,facebook_ads,US_CA,Product2,2022-02-02
2260,google_ads,US_CA,Product2,2022-02-02
2261,google_ads,US_CA,Product2,2022-02-02
2262,facebook_ads,US_OR,Product2,2022-02-02
2263,email,US_NY,Product2,2022-02-02
2264,other_ads,US_OR,Product2,2022-02-02
2265,other_ads,US_CA,Product2,2022-02-02
2266,google_ads,US_WA,Product2,2022-02-02
2267,google_ads,US_NY,Product2,2022-02-02
2268,google_ads,US_NY,Product2,2022-02-02
2269,google_ads,US_CA,Product2,2022-02-02
2270,facebook_ads,US_OR,Product2,2022-02-03
2271,email,US_CA,Product2,2022-02-03
2272,email,US_CA,Product2,2022-02-03
2273,facebook_ads,US_WA,Product2,2022-02-03
2274,other_ads,US_OR,Product2,2022-02-03
2275,other_ads,US_OR,Product2,2022-02-03
2276,other_ads,US_NY,Product2,2022-02-03
2277,google_ads,US_OR,Product2,2022-02-03
2278,facebook_ads,US_NY,Product2,2022-02-03
2279,other_ads,US_OR,Product2,2022-02-03
2280,facebook_ads,US_NY,Product2,2022-02-03
2281,facebook_ads,US_OR,Product2,2022-02-03
2282,google_ads,US_CA,Product2,2022-02-03
2283,email,US_NY,Product2,2022-02-03
2284,facebook_ads,US_CA,Product2,2022-02-03
2285,google_ads,US_WA,Product2,2022-02-03
2286,other_ads,US_CA,Product2,2022-02-03
2287,email,US_WA,Product2,2022-02-03
2288,other_ads,US_CA,Product2,2022-02-03
2289,google_ads,US_OR,Product2,2022-02-03
2290,facebook_ads,US_OR,Product2,2022-02-03
2291,google_ads,US_NY,Product2,2022-02-04
2292,email,US_OR,Product2,2022-02-04
2293,email,US_WA,Product2,2022-02-04
2294,other_ads,US_OR,Product2,2022-02-04
2295,facebook_ads,US_CA,Product2,2022-02-04
2296,facebook_ads,US_CA,Product2,2022-02-04
2297,other_ads,US_WA,Product2,2022-02-04
2298,google_ads,US_CA,Product2,2022-02-04
